UZAName,Year,Average of VOMS,Category
"Youngstown, OH-PA",2015,19.13,Non-Rail
"Youngstown, OH-PA",2016,20.81,Non-Rail
"Youngstown, OH-PA",2017,21.97,Non-Rail
"Youngstown, OH-PA",2018,22.64,Non-Rail
"Youngstown, OH-PA",2019,25.08,Non-Rail
"Youngstown, OH-PA",2020,24.67,Non-Rail
"Youngstown, OH-PA",2021,20.75,Non-Rail
"Yuba City, CA",2011,17.00,Non-Rail
"Yuba City, CA",2012,11.33,Non-Rail
"Yuba City, CA",2013,11.33,Non-Rail
"Yuba City, CA",2014,11.33,Non-Rail
"Yuba City, CA",2015,11.33,Non-Rail
"Yuba City, CA",2016,11.33,Non-Rail
"Yuba City, CA",2017,11.33,Non-Rail
"Yuba City, CA",2018,11.33,Non-Rail
"Yuba City, CA",2019,11.33,Non-Rail
"Yuba City, CA",2020,11.50,Non-Rail
"Yuba City, CA",2021,11.33,Non-Rail
"Yuma, AZ-CA",2011,8.29,Non-Rail
"Yuma, AZ-CA",2012,7.25,Non-Rail
"Yuma, AZ-CA",2013,8.00,Non-Rail
"Yuma, AZ-CA",2014,9.46,Non-Rail
"Yuma, AZ-CA",2015,14.23,Non-Rail
"Yuma, AZ-CA",2016,17.14,Non-Rail
"Yuma, AZ-CA",2017,18.17,Non-Rail
"Yuma, AZ-CA",2018,18.31,Non-Rail
"Yuma, AZ-CA",2019,18.50,Non-Rail
"Yuma, AZ-CA",2020,21.20,Non-Rail
"Yuma, AZ-CA",2021,24.25,Non-Rail
